ID,Gender,Marital Status,Relationship Rating,Age,Education,Household Income,Employment Status
179,female,married,2,27,"Some college, no degree","60,000 to 74,999","working, self-employed"
180,male,married,1,57,Bachelor's degree,"100,000 to 124,999",not working - retired
180,female,married,2,63,Professional or doctorate degree,"100,000 to 124,999",working as paid employee
181,male,married,1,56,High school graduate - diploma or the equivalent (GED),"100,000 to 124,999",not working - disabled
181,female,married,2,48,Associate degree,"100,000 to 124,999",working as paid employee
182,male,partner,1,55,"Some college, no degree","125,000 to 149,999","working, self-employed"
182,female,partner,1,54,High school graduate - diploma or the equivalent (GED),"125,000 to 149,999",working as paid employee
183,male,married,1,48,"Some college, no degree","40,000 to 49,999",not working - disabled
183,female,married,1,55,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",not working - disabled
184,male,married,1,62,Bachelor's degree,"25,000 to 29,999",working as paid employee
184,female,married,1,58,"Some college, no degree","25,000 to 29,999",not working - other
185,male,married,2,35,Master's degree,"75,000 to 84,999",working as paid employee
185,female,married,1,34,Bachelor's degree,"75,000 to 84,999",not working - other
186,male,married,2,38,Associate degree,"60,000 to 74,999",working as paid employee
186,female,married,1,38,Professional or doctorate degree,"60,000 to 74,999",not working - other
187,male,married,1,36,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",working as paid employee
187,female,married,1,37,"Some college, no degree","85,000 to 99,999",working as paid employee
188,male,married,3,40,Master's degree,"150,000 to 174,999",working as paid employee
188,female,married,1,41,Bachelor's degree,"150,000 to 174,999",working as paid employee
189,male,married,1,57,Bachelor's degree,"85,000 to 99,999",working as paid employee
189,female,married,1,55,Bachelor's degree,"85,000 to 99,999",working as paid employee
190,male,married,1,43,Master's degree,"100,000 to 124,999",working as paid employee
190,female,married,1,42,Master's degree,"100,000 to 124,999",not working - other
191,male,married,1,29,"Some college, no degree","20,000 to 24,999",not working - other
191,female,married,1,30,Bachelor's degree,"20,000 to 24,999",not working - other
192,male,married,1,55,Associate degree,"60,000 to 74,999",working as paid employee
192,female,married,1,55,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",working as paid employee
193,male,married,1,61,Associate degree,"100,000 to 124,999","working, self-employed"
193,female,married,1,59,"Some college, no degree","100,000 to 124,999",working as paid employee
194,male,married,1,60,High school graduate - diploma or the equivalent (GED),"150,000 to 174,999",not working - retired
194,female,married,1,63,High school graduate - diploma or the equivalent (GED),"150,000 to 174,999",not working - on a temporary layoff from a job
195,male,married,1,48,Bachelor's degree,"50,000 to 59,999",working as paid employee
195,female,married,1,48,Bachelor's degree,"50,000 to 59,999",not working - other
196,male,married,1,40,Professional or doctorate degree,"50,000 to 59,999",working as paid employee
196,female,married,1,38,Professional or doctorate degree,"50,000 to 59,999",not working - other
197,male,married,1,51,"Some college, no degree","60,000 to 74,999",working as paid employee
197,female,married,1,59,Associate degree,"60,000 to 74,999",not working - retired
198,male,married,2,58,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",working as paid employee
198,female,married,2,56,"Some college, no degree","75,000 to 84,999",not working - disabled
199,male,married,2,32,Bachelor's degree,"85,000 to 99,999",working as paid employee
199,female,married,1,29,Bachelor's degree,"85,000 to 99,999",not working - looking for work
200,male,married,2,53,"Some college, no degree","20,000 to 24,999",not working - disabled
200,female,married,2,51,11th grade,"20,000 to 24,999",not working - other
201,male,married,1,54,Master's degree,"175,000 or more",working as paid employee
201,female,married,1,52,"Some college, no degree","175,000 or more",working as paid employee
202,male,married,1,41,High school graduate - diploma or the equivalent (GED),"25,000 to 29,999",not working - disabled
202,female,married,2,43,"Some college, no degree","25,000 to 29,999",working as paid employee
203,male,married,1,31,Associate degree,"100,000 to 124,999",working as paid employee
203,female,married,1,31,Associate degree,"100,000 to 124,999",working as paid employee
204,male,married,2,40,9th grade,"50,000 to 59,999",working as paid employee
204,female,married,2,48,"Some college, no degree","50,000 to 59,999",not working - other
205,male,married,2,63,7th or 8th grade,"12,500 to 14,999",not working - other
205,female,married,2,61,High school graduate - diploma or the equivalent (GED),"12,500 to 14,999",not working - disabled
206,male,married,2,48,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",not working - on a temporary layoff from a job
206,female,married,2,48,"Some college, no degree","40,000 to 49,999",working as paid employee
207,male,married,2,60,11th grade,"20,000 to 24,999",not working - on a temporary layoff from a job
207,female,married,1,53,High school graduate - diploma or the equivalent (GED),"20,000 to 24,999",not working - disabled
208,male,married,1,38,Associate degree,"75,000 to 84,999",working as paid employee
208,female,married,2,38,Bachelor's degree,"75,000 to 84,999","working, self-employed"
209,male,married,4,51,Bachelor's degree,"40,000 to 49,999","working, self-employed"
209,female,married,4,48,Associate degree,"40,000 to 49,999","working, self-employed"
210,male,married,1,64,"Some college, no degree","85,000 to 99,999",not working - retired
210,female,married,1,58,"Some college, no degree","85,000 to 99,999",not working - other
211,male,married,2,43,"Some college, no degree","75,000 to 84,999","working, self-employed"
211,female,married,2,41,Associate degree,"75,000 to 84,999",working as paid employee
212,male,married,2,35,Bachelor's degree,"25,000 to 29,999",not working - on a temporary layoff from a job
212,female,married,2,35,Bachelor's degree,"25,000 to 29,999",not working - looking for work
213,male,married,1,58,Master's degree,"100,000 to 124,999",not working - retired
213,female,married,1,54,Bachelor's degree,"100,000 to 124,999",not working - retired
214,male,married,1,55,Professional or doctorate degree,"75,000 to 84,999",working as paid employee
214,female,married,1,46,Bachelor's degree,"75,000 to 84,999",not working - other
215,male,married,2,58,Bachelor's degree,"150,000 to 174,999",working as paid employee
215,female,married,1,55,High school graduate - diploma or the equivalent (GED),"150,000 to 174,999",working as paid employee
216,male,married,1,37,Master's degree,"175,000 or more",working as paid employee
216,female,married,1,34,Bachelor's degree,"175,000 or more",working as paid employee
217,male,married,1,43,Associate degree,"40,000 to 49,999",working as paid employee
217,female,married,1,38,5th or 6th grade,"40,000 to 49,999",not working - other
218,male,married,1,54,"Some college, no degree","15,000 to 19,999",not working - disabled
218,female,married,1,45,10th grade,"15,000 to 19,999",working as paid employee
219,male,married,1,54,Bachelor's degree,"85,000 to 99,999",working as paid employee
219,female,married,1,53,Bachelor's degree,"85,000 to 99,999",not working - other
220,male,partner,5,62,"Some college, no degree","50,000 to 59,999",working as paid employee
220,female,partner,2,58,Associate degree,"50,000 to 59,999",working as paid employee
221,male,partner,4,27,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",not working - looking for work
221,female,partner,5,29,"Some college, no degree","75,000 to 84,999",working as paid employee
222,male,married,1,53,High school graduate - diploma or the equivalent (GED),"15,000 to 19,999",not working - disabled
222,female,married,1,57,High school graduate - diploma or the equivalent (GED),"15,000 to 19,999",working as paid employee
223,male,married,1,62,Bachelor's degree,"60,000 to 74,999","working, self-employed"
223,female,married,1,62,Associate degree,"60,000 to 74,999",working as paid employee
224,male,married,1,37,Master's degree,"85,000 to 99,999",working as paid employee
224,female,married,2,38,"Some college, no degree","85,000 to 99,999",not working - other
225,male,married,1,57,"1st, 2nd, 3rd, or 4th grade","10,000 to 12,499",not working - disabled
225,female,married,2,53,High school graduate - diploma or the equivalent (GED),"10,000 to 12,499",not working - disabled
226,male,married,1,33,Master's degree,"100,000 to 124,999",working as paid employee
226,female,married,2,31,Bachelor's degree,"100,000 to 124,999",not working - other
227,male,married,1,33,Master's degree,"40,000 to 49,999",not working - other
227,female,married,1,30,Professional or doctorate degree,"40,000 to 49,999",working as paid employee
228,male,married,2,39,High school graduate - diploma or the equivalent (GED),"25,000 to 29,999",working as paid employee
228,female,married,2,38,"Some college, no degree","25,000 to 29,999",working as paid employee
229,male,married,1,53,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",working as paid employee
229,female,married,1,49,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999","working, self-employed"
230,male,married,1,43,Master's degree,"125,000 to 149,999",working as paid employee
230,female,married,2,40,Bachelor's degree,"125,000 to 149,999",working as paid employee
231,male,partner,2,55,10th grade,"20,000 to 24,999",working as paid employee
231,female,partner,2,47,High school graduate - diploma or the equivalent (GED),"20,000 to 24,999",not working - other
232,male,married,1,39,Professional or doctorate degree,"175,000 or more",working as paid employee
232,female,married,1,38,Bachelor's degree,"175,000 or more",working as paid employee
233,male,married,1,53,Bachelor's degree,"75,000 to 84,999",working as paid employee
233,female,married,1,54,Master's degree,"75,000 to 84,999",working as paid employee
234,male,married,2,31,Bachelor's degree,"40,000 to 49,999",working as paid employee
